,id,n_estimatores,learning_rate,max_depth,subsample,colsample_bytee,colsample_bynode,min_child_weight,runned,MAE,MAPE,RMSE,DATE
0,1,800,0.03,3,0.5,0.5,0.5,1,0,empty,empty,empty,empty
1,2,800,0.03,3,0.5,0.5,0.5,3,0,empty,empty,empty,empty
2,3,800,0.03,3,0.5,0.5,0.5,5,0,empty,empty,empty,empty
3,4,800,0.03,3,0.5,0.5,0.75,1,0,empty,empty,empty,empty
4,5,800,0.03,3,0.5,0.5,0.75,3,0,empty,empty,empty,empty
5,6,800,0.03,3,0.5,0.5,0.75,5,1,3081.51 +/- 489.5,0.36 +/- 0.02,4096.03 +/- 617.57,2022-01-28 08:02:23
6,7,800,0.03,3,0.5,0.5,1.0,1,0,empty,empty,empty,empty
7,8,800,0.03,3,0.5,0.5,1.0,3,0,empty,empty,empty,empty
8,9,800,0.03,3,0.5,0.5,1.0,5,0,empty,empty,empty,empty
9,10,800,0.03,3,0.5,0.75,0.5,1,0,empty,empty,empty,empty
10,11,800,0.03,3,0.5,0.75,0.5,3,0,empty,empty,empty,empty
11,12,800,0.03,3,0.5,0.75,0.5,5,0,empty,empty,empty,empty
12,13,800,0.03,3,0.5,0.75,0.75,1,0,empty,empty,empty,empty
13,14,800,0.03,3,0.5,0.75,0.75,3,0,empty,empty,empty,empty
14,15,800,0.03,3,0.5,0.75,0.75,5,0,empty,empty,empty,empty
15,16,800,0.03,3,0.5,0.75,1.0,1,0,empty,empty,empty,empty
16,17,800,0.03,3,0.5,0.75,1.0,3,1,3082.48 +/- 489.87,0.36 +/- 0.02,4096.68 +/- 617.01,2022-01-27 10:44:59
17,18,800,0.03,3,0.5,0.75,1.0,5,0,empty,empty,empty,empty
18,19,800,0.03,3,0.5,1.0,0.5,1,0,empty,empty,empty,empty
19,20,800,0.03,3,0.5,1.0,0.5,3,0,empty,empty,empty,empty
20,21,800,0.03,3,0.5,1.0,0.5,5,0,empty,empty,empty,empty
21,22,800,0.03,3,0.5,1.0,0.75,1,0,empty,empty,empty,empty
22,23,800,0.03,3,0.5,1.0,0.75,3,0,empty,empty,empty,empty
23,24,800,0.03,3,0.5,1.0,0.75,5,0,empty,empty,empty,empty
24,25,800,0.03,3,0.5,1.0,1.0,1,0,empty,empty,empty,empty
25,26,800,0.03,3,0.5,1.0,1.0,3,0,empty,empty,empty,empty
26,27,800,0.03,3,0.5,1.0,1.0,5,0,empty,empty,empty,empty
27,28,800,0.03,3,0.75,0.5,0.5,1,0,empty,empty,empty,empty
28,29,800,0.03,3,0.75,0.5,0.5,3,0,empty,empty,empty,empty
29,30,800,0.03,3,0.75,0.5,0.5,5,0,empty,empty,empty,empty
30,31,800,0.03,3,0.75,0.5,0.75,1,0,empty,empty,empty,empty
31,32,800,0.03,3,0.75,0.5,0.75,3,0,empty,empty,empty,empty
32,33,800,0.03,3,0.75,0.5,0.75,5,0,empty,empty,empty,empty
33,34,800,0.03,3,0.75,0.5,1.0,1,0,empty,empty,empty,empty
34,35,800,0.03,3,0.75,0.5,1.0,3,0,empty,empty,empty,empty
35,36,800,0.03,3,0.75,0.5,1.0,5,0,empty,empty,empty,empty
36,37,800,0.03,3,0.75,0.75,0.5,1,0,empty,empty,empty,empty
37,38,800,0.03,3,0.75,0.75,0.5,3,0,empty,empty,empty,empty
38,39,800,0.03,3,0.75,0.75,0.5,5,0,empty,empty,empty,empty
39,40,800,0.03,3,0.75,0.75,0.75,1,0,empty,empty,empty,empty
40,41,800,0.03,3,0.75,0.75,0.75,3,0,empty,empty,empty,empty
41,42,800,0.03,3,0.75,0.75,0.75,5,0,empty,empty,empty,empty
42,43,800,0.03,3,0.75,0.75,1.0,1,1,3083.03 +/- 490.55,0.36 +/- 0.02,4097.09 +/- 617.47,2022-01-27 05:54:38
43,44,800,0.03,3,0.75,0.75,1.0,3,0,empty,empty,empty,empty
44,45,800,0.03,3,0.75,0.75,1.0,5,0,empty,empty,empty,empty
45,46,800,0.03,3,0.75,1.0,0.5,1,0,empty,empty,empty,empty
46,47,800,0.03,3,0.75,1.0,0.5,3,1,3083.67 +/- 488.21,0.36 +/- 0.02,4101.5 +/- 618.19,2022-01-27 16:58:35
47,48,800,0.03,3,0.75,1.0,0.5,5,0,empty,empty,empty,empty
48,49,800,0.03,3,0.75,1.0,0.75,1,0,empty,empty,empty,empty
49,50,800,0.03,3,0.75,1.0,0.75,3,0,empty,empty,empty,empty
50,51,800,0.03,3,0.75,1.0,0.75,5,0,empty,empty,empty,empty
51,52,800,0.03,3,0.75,1.0,1.0,1,0,empty,empty,empty,empty
52,53,800,0.03,3,0.75,1.0,1.0,3,0,empty,empty,empty,empty
53,54,800,0.03,3,0.75,1.0,1.0,5,0,empty,empty,empty,empty
54,55,800,0.03,3,1.0,0.5,0.5,1,0,empty,empty,empty,empty
55,56,800,0.03,3,1.0,0.5,0.5,3,1,3085.91 +/- 489.61,0.36 +/- 0.02,4103.58 +/- 619.88,2022-01-27 14:01:19
56,57,800,0.03,3,1.0,0.5,0.5,5,0,empty,empty,empty,empty
57,58,800,0.03,3,1.0,0.5,0.75,1,0,empty,empty,empty,empty
58,59,800,0.03,3,1.0,0.5,0.75,3,0,empty,empty,empty,empty
59,60,800,0.03,3,1.0,0.5,0.75,5,0,empty,empty,empty,empty
60,61,800,0.03,3,1.0,0.5,1.0,1,0,empty,empty,empty,empty
61,62,800,0.03,3,1.0,0.5,1.0,3,0,empty,empty,empty,empty
62,63,800,0.03,3,1.0,0.5,1.0,5,0,empty,empty,empty,empty
63,64,800,0.03,3,1.0,0.75,0.5,1,0,empty,empty,empty,empty
64,65,800,0.03,3,1.0,0.75,0.5,3,0,empty,empty,empty,empty
65,66,800,0.03,3,1.0,0.75,0.5,5,0,empty,empty,empty,empty
66,67,800,0.03,3,1.0,0.75,0.75,1,0,empty,empty,empty,empty
67,68,800,0.03,3,1.0,0.75,0.75,3,0,empty,empty,empty,empty
68,69,800,0.03,3,1.0,0.75,0.75,5,0,empty,empty,empty,empty
69,70,800,0.03,3,1.0,0.75,1.0,1,0,empty,empty,empty,empty
70,71,800,0.03,3,1.0,0.75,1.0,3,0,empty,empty,empty,empty
71,72,800,0.03,3,1.0,0.75,1.0,5,0,empty,empty,empty,empty
72,73,800,0.03,3,1.0,1.0,0.5,1,0,empty,empty,empty,empty
73,74,800,0.03,3,1.0,1.0,0.5,3,0,empty,empty,empty,empty
74,75,800,0.03,3,1.0,1.0,0.5,5,0,empty,empty,empty,empty
75,76,800,0.03,3,1.0,1.0,0.75,1,1,3082.49 +/- 491.1,0.36 +/- 0.02,4099.21 +/- 619.38,2022-01-28 09:01:26
76,77,800,0.03,3,1.0,1.0,0.75,3,0,empty,empty,empty,empty
77,78,800,0.03,3,1.0,1.0,0.75,5,0,empty,empty,empty,empty
78,79,800,0.03,3,1.0,1.0,1.0,1,0,empty,empty,empty,empty
79,80,800,0.03,3,1.0,1.0,1.0,3,0,empty,empty,empty,empty
80,81,800,0.03,3,1.0,1.0,1.0,5,0,empty,empty,empty,empty
81,82,800,0.03,6,0.5,0.5,0.5,1,0,empty,empty,empty,empty
82,83,800,0.03,6,0.5,0.5,0.5,3,0,empty,empty,empty,empty
83,84,800,0.03,6,0.5,0.5,0.5,5,0,empty,empty,empty,empty
84,85,800,0.03,6,0.5,0.5,0.75,1,0,empty,empty,empty,empty
85,86,800,0.03,6,0.5,0.5,0.75,3,0,empty,empty,empty,empty
86,87,800,0.03,6,0.5,0.5,0.75,5,0,empty,empty,empty,empty
87,88,800,0.03,6,0.5,0.5,1.0,1,0,empty,empty,empty,empty
88,89,800,0.03,6,0.5,0.5,1.0,3,0,empty,empty,empty,empty
89,90,800,0.03,6,0.5,0.5,1.0,5,1,2978.68 +/- 438.59,0.35 +/- 0.02,3924.28 +/- 556.72,2022-01-26 19:17:25
90,91,800,0.03,6,0.5,0.75,0.5,1,0,empty,empty,empty,empty
91,92,800,0.03,6,0.5,0.75,0.5,3,0,empty,empty,empty,empty
92,93,800,0.03,6,0.5,0.75,0.5,5,0,empty,empty,empty,empty
93,94,800,0.03,6,0.5,0.75,0.75,1,0,empty,empty,empty,empty
94,95,800,0.03,6,0.5,0.75,0.75,3,0,empty,empty,empty,empty
95,96,800,0.03,6,0.5,0.75,0.75,5,0,empty,empty,empty,empty
96,97,800,0.03,6,0.5,0.75,1.0,1,0,empty,empty,empty,empty
97,98,800,0.03,6,0.5,0.75,1.0,3,0,empty,empty,empty,empty
98,99,800,0.03,6,0.5,0.75,1.0,5,0,empty,empty,empty,empty
99,100,800,0.03,6,0.5,1.0,0.5,1,0,empty,empty,empty,empty
100,101,800,0.03,6,0.5,1.0,0.5,3,0,empty,empty,empty,empty
101,102,800,0.03,6,0.5,1.0,0.5,5,0,empty,empty,empty,empty
102,103,800,0.03,6,0.5,1.0,0.75,1,0,empty,empty,empty,empty
103,104,800,0.03,6,0.5,1.0,0.75,3,1,2986.76 +/- 439.91,0.35 +/- 0.02,3936.73 +/- 561.69,2022-01-27 02:50:49
104,105,800,0.03,6,0.5,1.0,0.75,5,1,2984.42 +/- 440.14,0.35 +/- 0.02,3934.72 +/- 561.86,2022-01-28 08:12:44
105,106,800,0.03,6,0.5,1.0,1.0,1,0,empty,empty,empty,empty
106,107,800,0.03,6,0.5,1.0,1.0,3,0,empty,empty,empty,empty
107,108,800,0.03,6,0.5,1.0,1.0,5,0,empty,empty,empty,empty
108,109,800,0.03,6,0.75,0.5,0.5,1,0,empty,empty,empty,empty
109,110,800,0.03,6,0.75,0.5,0.5,3,0,empty,empty,empty,empty
110,111,800,0.03,6,0.75,0.5,0.5,5,0,empty,empty,empty,empty
111,112,800,0.03,6,0.75,0.5,0.75,1,0,empty,empty,empty,empty
112,113,800,0.03,6,0.75,0.5,0.75,3,0,empty,empty,empty,empty
113,114,800,0.03,6,0.75,0.5,0.75,5,0,empty,empty,empty,empty
114,115,800,0.03,6,0.75,0.5,1.0,1,1,2973.44 +/- 433.92,0.35 +/- 0.02,3918.83 +/- 550.85,2022-01-27 12:21:52
115,116,800,0.03,6,0.75,0.5,1.0,3,0,empty,empty,empty,empty
116,117,800,0.03,6,0.75,0.5,1.0,5,0,empty,empty,empty,empty
117,118,800,0.03,6,0.75,0.75,0.5,1,1,2989.62 +/- 437.47,0.35 +/- 0.02,3941.85 +/- 558.39,2022-01-28 06:58:35
118,119,800,0.03,6,0.75,0.75,0.5,3,0,empty,empty,empty,empty
119,120,800,0.03,6,0.75,0.75,0.5,5,0,empty,empty,empty,empty
120,121,800,0.03,6,0.75,0.75,0.75,1,0,empty,empty,empty,empty
121,122,800,0.03,6,0.75,0.75,0.75,3,0,empty,empty,empty,empty
122,123,800,0.03,6,0.75,0.75,0.75,5,0,empty,empty,empty,empty
123,124,800,0.03,6,0.75,0.75,1.0,1,0,empty,empty,empty,empty
124,125,800,0.03,6,0.75,0.75,1.0,3,0,empty,empty,empty,empty
125,126,800,0.03,6,0.75,0.75,1.0,5,0,empty,empty,empty,empty
126,127,800,0.03,6,0.75,1.0,0.5,1,0,empty,empty,empty,empty
127,128,800,0.03,6,0.75,1.0,0.5,3,0,empty,empty,empty,empty
128,129,800,0.03,6,0.75,1.0,0.5,5,0,empty,empty,empty,empty
129,130,800,0.03,6,0.75,1.0,0.75,1,0,empty,empty,empty,empty
130,131,800,0.03,6,0.75,1.0,0.75,3,0,empty,empty,empty,empty
131,132,800,0.03,6,0.75,1.0,0.75,5,0,empty,empty,empty,empty
132,133,800,0.03,6,0.75,1.0,1.0,1,0,empty,empty,empty,empty
133,134,800,0.03,6,0.75,1.0,1.0,3,0,empty,empty,empty,empty
134,135,800,0.03,6,0.75,1.0,1.0,5,0,empty,empty,empty,empty
135,136,800,0.03,6,1.0,0.5,0.5,1,0,empty,empty,empty,empty
136,137,800,0.03,6,1.0,0.5,0.5,3,0,empty,empty,empty,empty
137,138,800,0.03,6,1.0,0.5,0.5,5,0,empty,empty,empty,empty
138,139,800,0.03,6,1.0,0.5,0.75,1,0,empty,empty,empty,empty
139,140,800,0.03,6,1.0,0.5,0.75,3,0,empty,empty,empty,empty
140,141,800,0.03,6,1.0,0.5,0.75,5,0,empty,empty,empty,empty
141,142,800,0.03,6,1.0,0.5,1.0,1,0,empty,empty,empty,empty
142,143,800,0.03,6,1.0,0.5,1.0,3,0,empty,empty,empty,empty
143,144,800,0.03,6,1.0,0.5,1.0,5,0,empty,empty,empty,empty
144,145,800,0.03,6,1.0,0.75,0.5,1,0,empty,empty,empty,empty
145,146,800,0.03,6,1.0,0.75,0.5,3,1,2987.96 +/- 442.41,0.35 +/- 0.02,3942.28 +/- 565.85,2022-01-27 01:07:55
146,147,800,0.03,6,1.0,0.75,0.5,5,0,empty,empty,empty,empty
147,148,800,0.03,6,1.0,0.75,0.75,1,0,empty,empty,empty,empty
148,149,800,0.03,6,1.0,0.75,0.75,3,0,empty,empty,empty,empty
149,150,800,0.03,6,1.0,0.75,0.75,5,0,empty,empty,empty,empty
150,151,800,0.03,6,1.0,0.75,1.0,1,1,2976.96 +/- 436.55,0.35 +/- 0.02,3921.83 +/- 552.4,2022-01-27 18:08:35
151,152,800,0.03,6,1.0,0.75,1.0,3,0,empty,empty,empty,empty
152,153,800,0.03,6,1.0,0.75,1.0,5,0,empty,empty,empty,empty
153,154,800,0.03,6,1.0,1.0,0.5,1,0,empty,empty,empty,empty
154,155,800,0.03,6,1.0,1.0,0.5,3,0,empty,empty,empty,empty
155,156,800,0.03,6,1.0,1.0,0.5,5,0,empty,empty,empty,empty
156,157,800,0.03,6,1.0,1.0,0.75,1,0,empty,empty,empty,empty
157,158,800,0.03,6,1.0,1.0,0.75,3,0,empty,empty,empty,empty
158,159,800,0.03,6,1.0,1.0,0.75,5,0,empty,empty,empty,empty
159,160,800,0.03,6,1.0,1.0,1.0,1,0,empty,empty,empty,empty
160,161,800,0.03,6,1.0,1.0,1.0,3,0,empty,empty,empty,empty
161,162,800,0.03,6,1.0,1.0,1.0,5,0,empty,empty,empty,empty
162,163,800,0.03,9,0.5,0.5,0.5,1,0,empty,empty,empty,empty
163,164,800,0.03,9,0.5,0.5,0.5,3,0,empty,empty,empty,empty
164,165,800,0.03,9,0.5,0.5,0.5,5,0,empty,empty,empty,empty
165,166,800,0.03,9,0.5,0.5,0.75,1,0,empty,empty,empty,empty
166,167,800,0.03,9,0.5,0.5,0.75,3,0,empty,empty,empty,empty
167,168,800,0.03,9,0.5,0.5,0.75,5,0,empty,empty,empty,empty
168,169,800,0.03,9,0.5,0.5,1.0,1,0,empty,empty,empty,empty
169,170,800,0.03,9,0.5,0.5,1.0,3,0,empty,empty,empty,empty
170,171,800,0.03,9,0.5,0.5,1.0,5,0,empty,empty,empty,empty
171,172,800,0.03,9,0.5,0.75,0.5,1,0,empty,empty,empty,empty
172,173,800,0.03,9,0.5,0.75,0.5,3,0,empty,empty,empty,empty
173,174,800,0.03,9,0.5,0.75,0.5,5,1,2929.09 +/- 425.34,0.35 +/- 0.02,3810.87 +/- 558.87,2022-01-27 20:21:35
174,175,800,0.03,9,0.5,0.75,0.75,1,0,empty,empty,empty,empty
175,176,800,0.03,9,0.5,0.75,0.75,3,0,empty,empty,empty,empty
176,177,800,0.03,9,0.5,0.75,0.75,5,0,empty,empty,empty,empty
177,178,800,0.03,9,0.5,0.75,1.0,1,0,empty,empty,empty,empty
178,179,800,0.03,9,0.5,0.75,1.0,3,0,empty,empty,empty,empty
179,180,800,0.03,9,0.5,0.75,1.0,5,0,empty,empty,empty,empty
180,181,800,0.03,9,0.5,1.0,0.5,1,0,empty,empty,empty,empty
181,182,800,0.03,9,0.5,1.0,0.5,3,0,empty,empty,empty,empty
182,183,800,0.03,9,0.5,1.0,0.5,5,0,empty,empty,empty,empty
183,184,800,0.03,9,0.5,1.0,0.75,1,0,empty,empty,empty,empty
184,185,800,0.03,9,0.5,1.0,0.75,3,0,empty,empty,empty,empty
185,186,800,0.03,9,0.5,1.0,0.75,5,0,empty,empty,empty,empty
186,187,800,0.03,9,0.5,1.0,1.0,1,0,empty,empty,empty,empty
187,188,800,0.03,9,0.5,1.0,1.0,3,1,2917.67 +/- 411.59,0.35 +/- 0.02,3782.78 +/- 539.54,2022-01-27 06:56:29
188,189,800,0.03,9,0.5,1.0,1.0,5,0,empty,empty,empty,empty
189,190,800,0.03,9,0.75,0.5,0.5,1,0,empty,empty,empty,empty
190,191,800,0.03,9,0.75,0.5,0.5,3,0,empty,empty,empty,empty
191,192,800,0.03,9,0.75,0.5,0.5,5,0,empty,empty,empty,empty
192,193,800,0.03,9,0.75,0.5,0.75,1,0,empty,empty,empty,empty
193,194,800,0.03,9,0.75,0.5,0.75,3,0,empty,empty,empty,empty
194,195,800,0.03,9,0.75,0.5,0.75,5,0,empty,empty,empty,empty
195,196,800,0.03,9,0.75,0.5,1.0,1,0,empty,empty,empty,empty
196,197,800,0.03,9,0.75,0.5,1.0,3,0,empty,empty,empty,empty
197,198,800,0.03,9,0.75,0.5,1.0,5,0,empty,empty,empty,empty
198,199,800,0.03,9,0.75,0.75,0.5,1,0,empty,empty,empty,empty
199,200,800,0.03,9,0.75,0.75,0.5,3,0,empty,empty,empty,empty
200,201,800,0.03,9,0.75,0.75,0.5,5,0,empty,empty,empty,empty
201,202,800,0.03,9,0.75,0.75,0.75,1,0,empty,empty,empty,empty
202,203,800,0.03,9,0.75,0.75,0.75,3,0,empty,empty,empty,empty
203,204,800,0.03,9,0.75,0.75,0.75,5,0,empty,empty,empty,empty
204,205,800,0.03,9,0.75,0.75,1.0,1,0,empty,empty,empty,empty
205,206,800,0.03,9,0.75,0.75,1.0,3,1,2904.87 +/- 407.29,0.35 +/- 0.02,3771.61 +/- 529.97,2022-01-27 04:45:31
206,207,800,0.03,9,0.75,0.75,1.0,5,0,empty,empty,empty,empty
207,208,800,0.03,9,0.75,1.0,0.5,1,0,empty,empty,empty,empty
208,209,800,0.03,9,0.75,1.0,0.5,3,0,empty,empty,empty,empty
209,210,800,0.03,9,0.75,1.0,0.5,5,0,empty,empty,empty,empty
210,211,800,0.03,9,0.75,1.0,0.75,1,0,empty,empty,empty,empty
211,212,800,0.03,9,0.75,1.0,0.75,3,0,empty,empty,empty,empty
212,213,800,0.03,9,0.75,1.0,0.75,5,0,empty,empty,empty,empty
213,214,800,0.03,9,0.75,1.0,1.0,1,0,empty,empty,empty,empty
214,215,800,0.03,9,0.75,1.0,1.0,3,0,empty,empty,empty,empty
215,216,800,0.03,9,0.75,1.0,1.0,5,0,empty,empty,empty,empty
216,217,800,0.03,9,1.0,0.5,0.5,1,0,empty,empty,empty,empty
217,218,800,0.03,9,1.0,0.5,0.5,3,0,empty,empty,empty,empty
218,219,800,0.03,9,1.0,0.5,0.5,5,0,empty,empty,empty,empty
219,220,800,0.03,9,1.0,0.5,0.75,1,0,empty,empty,empty,empty
220,221,800,0.03,9,1.0,0.5,0.75,3,0,empty,empty,empty,empty
221,222,800,0.03,9,1.0,0.5,0.75,5,0,empty,empty,empty,empty
222,223,800,0.03,9,1.0,0.5,1.0,1,0,empty,empty,empty,empty
223,224,800,0.03,9,1.0,0.5,1.0,3,0,empty,empty,empty,empty
224,225,800,0.03,9,1.0,0.5,1.0,5,1,2903.0 +/- 417.14,0.35 +/- 0.02,3766.57 +/- 540.29,2022-01-28 11:03:19
225,226,800,0.03,9,1.0,0.75,0.5,1,0,empty,empty,empty,empty
226,227,800,0.03,9,1.0,0.75,0.5,3,0,empty,empty,empty,empty
227,228,800,0.03,9,1.0,0.75,0.5,5,0,empty,empty,empty,empty
228,229,800,0.03,9,1.0,0.75,0.75,1,1,2913.75 +/- 414.66,0.35 +/- 0.02,3786.26 +/- 540.22,2022-01-27 15:24:15
229,230,800,0.03,9,1.0,0.75,0.75,3,0,empty,empty,empty,empty
230,231,800,0.03,9,1.0,0.75,0.75,5,0,empty,empty,empty,empty
231,232,800,0.03,9,1.0,0.75,1.0,1,0,empty,empty,empty,empty
232,233,800,0.03,9,1.0,0.75,1.0,3,0,empty,empty,empty,empty
233,234,800,0.03,9,1.0,0.75,1.0,5,0,empty,empty,empty,empty
234,235,800,0.03,9,1.0,1.0,0.5,1,0,empty,empty,empty,empty
235,236,800,0.03,9,1.0,1.0,0.5,3,0,empty,empty,empty,empty
236,237,800,0.03,9,1.0,1.0,0.5,5,0,empty,empty,empty,empty
237,238,800,0.03,9,1.0,1.0,0.75,1,0,empty,empty,empty,empty
238,239,800,0.03,9,1.0,1.0,0.75,3,0,empty,empty,empty,empty
239,240,800,0.03,9,1.0,1.0,0.75,5,0,empty,empty,empty,empty
240,241,800,0.03,9,1.0,1.0,1.0,1,0,empty,empty,empty,empty
241,242,800,0.03,9,1.0,1.0,1.0,3,0,empty,empty,empty,empty
242,243,800,0.03,9,1.0,1.0,1.0,5,0,empty,empty,empty,empty
243,244,800,0.05,3,0.5,0.5,0.5,1,0,empty,empty,empty,empty
244,245,800,0.05,3,0.5,0.5,0.5,3,0,empty,empty,empty,empty
245,246,800,0.05,3,0.5,0.5,0.5,5,0,empty,empty,empty,empty
246,247,800,0.05,3,0.5,0.5,0.75,1,0,empty,empty,empty,empty
247,248,800,0.05,3,0.5,0.5,0.75,3,0,empty,empty,empty,empty
248,249,800,0.05,3,0.5,0.5,0.75,5,0,empty,empty,empty,empty
249,250,800,0.05,3,0.5,0.5,1.0,1,0,empty,empty,empty,empty
250,251,800,0.05,3,0.5,0.5,1.0,3,0,empty,empty,empty,empty
251,252,800,0.05,3,0.5,0.5,1.0,5,0,empty,empty,empty,empty
252,253,800,0.05,3,0.5,0.75,0.5,1,0,empty,empty,empty,empty
253,254,800,0.05,3,0.5,0.75,0.5,3,0,empty,empty,empty,empty
254,255,800,0.05,3,0.5,0.75,0.5,5,0,empty,empty,empty,empty
255,256,800,0.05,3,0.5,0.75,0.75,1,0,empty,empty,empty,empty
256,257,800,0.05,3,0.5,0.75,0.75,3,0,empty,empty,empty,empty
257,258,800,0.05,3,0.5,0.75,0.75,5,0,empty,empty,empty,empty
258,259,800,0.05,3,0.5,0.75,1.0,1,0,empty,empty,empty,empty
259,260,800,0.05,3,0.5,0.75,1.0,3,0,empty,empty,empty,empty
260,261,800,0.05,3,0.5,0.75,1.0,5,0,empty,empty,empty,empty
261,262,800,0.05,3,0.5,1.0,0.5,1,0,empty,empty,empty,empty
262,263,800,0.05,3,0.5,1.0,0.5,3,0,empty,empty,empty,empty
263,264,800,0.05,3,0.5,1.0,0.5,5,0,empty,empty,empty,empty
264,265,800,0.05,3,0.5,1.0,0.75,1,0,empty,empty,empty,empty
265,266,800,0.05,3,0.5,1.0,0.75,3,0,empty,empty,empty,empty
266,267,800,0.05,3,0.5,1.0,0.75,5,0,empty,empty,empty,empty
267,268,800,0.05,3,0.5,1.0,1.0,1,0,empty,empty,empty,empty
268,269,800,0.05,3,0.5,1.0,1.0,3,0,empty,empty,empty,empty
269,270,800,0.05,3,0.5,1.0,1.0,5,1,2004.65 +/- 303.0,0.27 +/- 0.01,2903.89 +/- 435.32,2022-01-28 05:55:48
270,271,800,0.05,3,0.75,0.5,0.5,1,1,2009.55 +/- 308.1,0.27 +/- 0.01,2911.63 +/- 442.34,2022-01-27 16:17:59
271,272,800,0.05,3,0.75,0.5,0.5,3,1,2009.54 +/- 308.09,0.27 +/- 0.01,2911.59 +/- 442.26,2022-01-27 11:20:29
272,273,800,0.05,3,0.75,0.5,0.5,5,0,empty,empty,empty,empty
273,274,800,0.05,3,0.75,0.5,0.75,1,0,empty,empty,empty,empty
274,275,800,0.05,3,0.75,0.5,0.75,3,0,empty,empty,empty,empty
275,276,800,0.05,3,0.75,0.5,0.75,5,0,empty,empty,empty,empty
276,277,800,0.05,3,0.75,0.5,1.0,1,0,empty,empty,empty,empty
277,278,800,0.05,3,0.75,0.5,1.0,3,0,empty,empty,empty,empty
278,279,800,0.05,3,0.75,0.5,1.0,5,1,2008.02 +/- 310.89,0.27 +/- 0.01,2906.94 +/- 442.71,2022-01-27 11:40:39
279,280,800,0.05,3,0.75,0.75,0.5,1,0,empty,empty,empty,empty
280,281,800,0.05,3,0.75,0.75,0.5,3,0,empty,empty,empty,empty
281,282,800,0.05,3,0.75,0.75,0.5,5,0,empty,empty,empty,empty
282,283,800,0.05,3,0.75,0.75,0.75,1,0,empty,empty,empty,empty
283,284,800,0.05,3,0.75,0.75,0.75,3,0,empty,empty,empty,empty
284,285,800,0.05,3,0.75,0.75,0.75,5,0,empty,empty,empty,empty
285,286,800,0.05,3,0.75,0.75,1.0,1,0,empty,empty,empty,empty
286,287,800,0.05,3,0.75,0.75,1.0,3,0,empty,empty,empty,empty
287,288,800,0.05,3,0.75,0.75,1.0,5,0,empty,empty,empty,empty
288,289,800,0.05,3,0.75,1.0,0.5,1,0,empty,empty,empty,empty
289,290,800,0.05,3,0.75,1.0,0.5,3,1,2009.54 +/- 308.09,0.27 +/- 0.01,2911.59 +/- 442.26,2022-01-27 21:03:43
290,291,800,0.05,3,0.75,1.0,0.5,5,0,empty,empty,empty,empty
291,292,800,0.05,3,0.75,1.0,0.75,1,0,empty,empty,empty,empty
292,293,800,0.05,3,0.75,1.0,0.75,3,0,empty,empty,empty,empty
293,294,800,0.05,3,0.75,1.0,0.75,5,0,empty,empty,empty,empty
294,295,800,0.05,3,0.75,1.0,1.0,1,0,empty,empty,empty,empty
295,296,800,0.05,3,0.75,1.0,1.0,3,0,empty,empty,empty,empty
296,297,800,0.05,3,0.75,1.0,1.0,5,0,empty,empty,empty,empty
297,298,800,0.05,3,1.0,0.5,0.5,1,0,empty,empty,empty,empty
298,299,800,0.05,3,1.0,0.5,0.5,3,0,empty,empty,empty,empty
299,300,800,0.05,3,1.0,0.5,0.5,5,0,empty,empty,empty,empty
300,301,800,0.05,3,1.0,0.5,0.75,1,0,empty,empty,empty,empty
301,302,800,0.05,3,1.0,0.5,0.75,3,0,empty,empty,empty,empty
302,303,800,0.05,3,1.0,0.5,0.75,5,0,empty,empty,empty,empty
303,304,800,0.05,3,1.0,0.5,1.0,1,0,empty,empty,empty,empty
304,305,800,0.05,3,1.0,0.5,1.0,3,0,empty,empty,empty,empty
305,306,800,0.05,3,1.0,0.5,1.0,5,0,empty,empty,empty,empty
306,307,800,0.05,3,1.0,0.75,0.5,1,1,2010.81 +/- 300.67,0.27 +/- 0.01,2913.63 +/- 433.17,2022-01-27 13:56:55
307,308,800,0.05,3,1.0,0.75,0.5,3,0,empty,empty,empty,empty
308,309,800,0.05,3,1.0,0.75,0.5,5,0,empty,empty,empty,empty
309,310,800,0.05,3,1.0,0.75,0.75,1,0,empty,empty,empty,empty
310,311,800,0.05,3,1.0,0.75,0.75,3,0,empty,empty,empty,empty
311,312,800,0.05,3,1.0,0.75,0.75,5,0,empty,empty,empty,empty
312,313,800,0.05,3,1.0,0.75,1.0,1,0,empty,empty,empty,empty
313,314,800,0.05,3,1.0,0.75,1.0,3,0,empty,empty,empty,empty
314,315,800,0.05,3,1.0,0.75,1.0,5,0,empty,empty,empty,empty
315,316,800,0.05,3,1.0,1.0,0.5,1,0,empty,empty,empty,empty
316,317,800,0.05,3,1.0,1.0,0.5,3,0,empty,empty,empty,empty
317,318,800,0.05,3,1.0,1.0,0.5,5,0,empty,empty,empty,empty
318,319,800,0.05,3,1.0,1.0,0.75,1,0,empty,empty,empty,empty
319,320,800,0.05,3,1.0,1.0,0.75,3,0,empty,empty,empty,empty
320,321,800,0.05,3,1.0,1.0,0.75,5,0,empty,empty,empty,empty
321,322,800,0.05,3,1.0,1.0,1.0,1,0,empty,empty,empty,empty
322,323,800,0.05,3,1.0,1.0,1.0,3,0,empty,empty,empty,empty
